,Tweet,HS_Weak
9758,user user anak buah user mulut kayak harap rakyat percaya user 2019,1
9762,user user tai nyata akun tau gue blok,1
9764,dear dik user selamat ya capai moga dipe ahankan kasih kendor dik,1
9766,user kampret kampret berani ml doang gue jolok jolok mata tai haha uniform resource locator,1
9767,user ah ulama karbitan omong bawa sejuk baca ajar hidup nabi biar tulalittttt,1
9771,jokowi komunis kapitalis uniform resource locator,1
9777,user user user tau iya prabowo salah geng menteri juang rakyat semesta partai adil sejahtera anak tii berontak penghianat,1
9786,user user user otak dungu ya,1
9791,user azan nih mulut jamban,1
9795,user user kerudung sih transgender makan busuk seram laku wajah sundal bolong zaman now,1
9797,user user tenggelam kunyuk penghianat hancur bangsa a uniform resource locator,1
9798,rela munafik jumput nikmat dunia bela kuasa zalim,1
9802,user user user user user iya anjr bacot pengantin tendang gaun nya,1
9803,banget laku mantan berengsek olah olah laku jahat lupa jokowi mantan tau khianat uniform resource locator,1
9807,tsamara kagum diktator soekarno,1
9816,user ya lompat,1
9818,user user bajing inter tim top hebat lazio sampah,1
9819,user user user sok imut najis,1
9825,user user user user user user user butuh dunia internasional ya kemarin ya teriak antek asing asing asong kopar kafir ya,1
9826,temu rakyat,1
9830,user monyet songong uniform resource locator,1
9838,user jokowi mega calon presiden mundur bikin ai,1
9840,user sampaoli is sontoloyo pilih higuain icardi,1
9841,user mubazir kodrat,1
9842,user bolot,1
9844,user gue gak tau man orang pijak kepala but when kepala orang puas hati bodoh,1
9851,user user agus budek dengar,1
9854,sungguh rezim jokowi sadis kuasa soeha o puluh,1
9855,user mata picek eyeliner,1
9860,rezim anti islam semangat banget daftar calon pegawai negeri sipil abdi negara anti islam,1
9863,bangsat pick maksudnyaaa oi jilat anjing,1
9864,user enak enak makan gaji buta uang rakyat modal mulut sampah ri malu,1
9865,user iya bangga banget pas labrak nature republic pamer geblek,1
9866,user user user iya burik wkwk,1
9871,nyata resmi ketua front bela islam adek armando 1 adek armando orang akademisi laku jahat amp kotor benci amp fitnah noda agama amp ulama,1
9872,user bikin kayak minder pot pipi tumpah berengsek tirus gue sodor pipi gue sih biar tau definisi tembem kamus gambar ide puji hati,1
9877,habis gelap terbit terang road to,1
9878,user bacot gaya otak timpang,1
9880,user kasar sih cocot ki,1
9885,user user untung bantai warga ahmadiyah jokowi salah,1
9888,user bajing rampok negara,1
9891,user user bicara kayak orang berak,1
9892,user user user user user user a ikelnya isi an,1
9898,user teriak anti asing asing fadli zon be sayang donald trump fadli zon mental munafik,1
9902,user user user user user anies sandi haha ter bongkar wajah asli saracen,1
9903,user user haha main media sosial dungu dasar kecebong user,1
9904,user nih ya baca tai spam kado user uniform resource locator,1
9905,user user user user user user user mundur sanggup makmur rakyat,1
9906,user selamat natal hehe dasar sih admin bolot,1
9908,aneh ya orang orang geblek habib rizieq shihab berani komentar user anggap guru berani ya gendeng tolong deh habib rizieq dukung user hina guru dasar fira,1
9911,user ungsi asing ungsi asing dodol,1
9913,13 pakat karakteristik pribadi cermat kondisi faktual internal susilo bambang yudhoyono susilo bambang yudhoyono taipan a limpah kayak,1
9919,user user nuser nuser kunyuk tindak perintah jokowi lemah nuser,1
9924,user user menteri suha o homo,1
9925,user malu presiden korup era soeha o susilo bambang yudhoyono,1
9930,user prabowo mimpi ri 1 mustahil mimpi siang bolong mas piyu sakit mimpi nya,1
9934,user user user jaman susilo bambang yudhoyono korupsi proyek mangkrak penak mbah,1
9936,user user ahok paham pb nya bahan serang p jokowi kelompok bani togel 212 kang surat pemberitahuan remisi napi 1 teroris koruptor narkoba kang p ahok bebas murni,1
9937,presiden kampung sambut riah tukul kampung sambut riah gede user sambut rakyat bangga rakyat indah budaya gede user,1
9946,user gaji nya 3 juta prabowo presiden 6 juta pikir maju kayak sekolah kerja giat salah jokowi kayak ustad provokator,1
9959,yesus kristus suka bikin orang percaya hidup miskin derita hem berengsek tuhan,1
9962,user raih gue matre bayar fakta dasar banci potong uniform resource locator,1
9966,user mampus sangkut om om,1
9968,nyali gubernur indonesia uji beliau berani lawan konglomerat konglomerat hitam gubernur berani rakyat daya,1
9969,user ganti jokowi prabowo,1
9972,aksi turun jokowi biar selamat indonesia user malu calon presiden,1
9974,user user kerja seks komersial campur lepas kerudung kerja seks komersial baca twit nya fahri benci jokowi balas jokowi presiden maki maki orang fahri twit fahri penuh,1
9976,user dasar gila,1
9977,user ya uang negara ustad kayak sembako incumbent uang negara rezim bangsat,1
9981,user wkwk tag polisi republik indonesia anjing tolol banget sumpah,1
9984,user user user user user maksud domba idiot akun user,1
9985,user user ustad bicara bahasa mbokne jancuk mata picek jamin 100 ustad abal abal,1
9989,user user user cebong dongokkkk,1
9990,alah kubu muslim orang tuhan hitung nomer takut kena serang jantung kayak,1
9991,user user user user iya cebong cina komunis cinta sih jamban,1
9996,user ejek bacot ngentot nikah ajak ngewe,1
10014,user ya bacot,1
10015,user punuk onta sombong sok tau nih,1
10016,user diam setan,1
10021,monyet songong uniform resource locator,1
10027,user mata picek sih babang,1
10029,user nyata sudut perintah sungguh naif amp munafik hidup manusia tau terima kasih amp balas budi tolol,1
10031,puisi kampung bodoh ilmu dunia bodoh ilmu agama innalillahi,1
10032,user user dunia muslim bantai umat,1
10033,he sinting ya uniform resource locator,1
10035,user sipit sipit bantat kayak seungmin,1
10036,user user gue dengar bocah khayal mimpi basah komentar ulah anak orang kayak ayo bocah user user presiden hina,1
10039,user prestasi ahok mafia koruptor nista agama hasil tenggelam jakarta congor cebong,1
10040,budaya lepas kodok ikan burung budaya cina kuno user jujur rakyat indonesia,1
10043,user user user user monyet komunis tolol,1
10045,user user maaf dukun sibuk bakar menyan bani kampret,1
10048,user cuap cuap hebat salah bera i promosi susilo bambang yudhoyono sampah ya will see,1
10050,user user user user neo komunis antek cina sebentar musnah negeri,1
10052,user orang orang budek tuli pekak tolol,1
10053,sembako gembar gembor nama presiden utang diam diam nama rakyat,1
10059,user budek ya,1
10060,diktaktor otoriter presiden user,1
10061,user user user user user user user user user mampus a kayak gue wkwk,1
10064,user user menteri sontoloyo,1
10068,user hehe dungu otak km susah km anak ingus tumbuh menge i nete dasar kadal kebun,1
10074,user user kafir musuh munafik bunuh,1
10086,user user mampus,1
10087,user user jokowi antek zionis komunis paranoid islam uniform resource locator,1
10092,udik gay,1
10094,user user sih dakwa nista agama alias sih ahok babi jamban morfin uang rakyat jaka a,1
10096,orang indonesia jabat tingggi negara republik indonesia salam bahasa orang arab bahasa indonesia rendah,1
10100,user dukung aye diam diam kagum duet jokowi puan calon presiden amp calon wakil presiden sumpah,1
10101,user pb wibowo gay ya,1
10105,user loh warganet nilai jonru rugi rakyat jokowi uniform resource locator,1
10108,jokowi tuduh partai komunis indonesia prabowo tuduh otoriter halo mas agus harimurti yudhoyono senyum senyum kumpul kuat politik haha,1
10113,berengsek banget kirim foto setan,1
10114,user andre onta mate hajar,1
10119,jablay ya cari perhati tulang tulang cih in,1
10121,user ayo agama mu kristen protestan ateis buddha hindu malu ya agama,1
10132,berengsek gue tobat video bokep muncul kutuk boy nge in,1
10133,user he su anjing sehat,1
10136,user user user user user dungu ya dukung prabowo cong serang hadehhh dasar banci ya,1
10137,user prabowo musuh partai komunis indonesia antek antek uniform resource locator,1
10138,user user user user nya banding n4d n4d talenta banget panjat sosial banget sih najis,1
10140,user kampret nih sih jimmy duit tiru ulama ulama goblok goblokin goblok bin bahlul copot atribut atribut palsu ganti seragam cebong mati sengsara azab allah amin lihat,1
10156,user sombong situ kampret cebong rendah hati rajin aji,1
10158,dasar bini suruh beli santan dok lepak kedai mamak berengsek haiz amin mandor nih uniform resource locator,1
10162,user perut buncit tidur cebong nge i,1
10167,user user user celeng celeng,1
10168,bunuh karakter mayor jenderal kivlan zein user rezim antek komunis wakil foto,1
10169,user user bilang sih kunyuk user omong suruh cari kerja calo politik agama tameng nte lihat karma,1
10172,user user iri tolol,1
10173,user biar gatot mundur pilih presiden 2019 lawan jokowi,1
10178,user jokowi diktator,1
10179,nih ngeles tenaga kerja asing cina 1000 orang masuk kendari deh hebat anggur indonesia bebas tenaga kerja asing cina biar an,1
10183,user user om tangkap iya dosen usu j tangkap om bera i sontoloyo,1
10187,user janji prabowo janji janji realisasi 1 periode menang pilih presiden janji gombal undang undang md3 berangus bebas lihat cermin orang beli cer,1
10190,user pimpin dungu rakyat berkah,1
10192,user user user user user user user user user user user 1 bajing,1
10194,lemah 1 kerja jeblok 2 karakter bobrok 3 elektabilitas anjlok 4 citra mentok 5 dukung goblok 6 kalap emis tiongkok 7 macan kodok prof jeffrey musim dingin jokowi presiden lemah sejarah in,1
10200,ambil course graphic design gaya pergi class budak fashion nya setan budek nak pakai baju tidur pergi class hanat nya designer appearance noted that maju anjing,1
10202,user user user user user user user user user mampus aib bongkar,1
10208,user user user user bicara sih suruh sih cabul pulang banci,1
10209,hulk marah user user user user user user user user user user user,1
10218,user wajar sih budek,1
10224,user user user mampus gembel kalah debat anak lihat kaum cetek tau a inya kaum pikir dangkal sifat paksa argumen terima bodoh,1
10228,user user user user ya sih ketek onta,1
10234,user jilat sih jokowi munafik cebong diam,1
10239,fitnah jenderal fitnah prabowo sudut umat islam situ partai komunis indonesia ya uniform resource locator,1
10250,jimin link dasar manusia homo jin sueeeee gue idih ogaaaah non rebreathing mask gue suka cewek buru apussssssssssssss,1
10258,user deh goblok,1
10264,user nyata sampah dasar sontoloyo,1
10271,user orang to ku te alias monyet,1
10272,user jokowi salah harga telur ayam salah jijik rejim cepat cepat,1
10286,user user user user janji deh puluh juta lapang kerja rakyat tenaga kerja asing cina,1
10287,user user bahasa indon but sial bajing uniform resource locator,1
10288,user user user susilo bambang yudhoyono utang hasil jokowi utang me ua presiden 10,1
10291,user malu malu gerindra admin surat pemberitahuan,1
10296,user user user user tukang hoaks basmi hoaks bunuh,1
10306,user user user user jokowi mundur jantan,1
10312,user dasar onta pulang arab,1
10316,user user jilat pantat rizieq kayak,1
10317,sepakat argumen user perintah jokowi kes fokus bangun infrastruktur amp samping sejahtera rakyat tenaga kerja asing banjir sektor sektor mesti isi warga negara indonesia rakyat anggur,1
10322,user user kemarin bahak lihat bodoh km panas bilang orang ulang dungu cebong x,1
10326,user user gentle mundur jabat ai ksatria,1
10331,user user user user user user user user user user user bikin resah lini sih monyet kafir user,1
10335,user presiden polling menang mimpi onani,1
10342,user pecat menteri data data ngawur paksa haha,1
10349,rakyat susah kuli nyata prabowo subianto kritik keras warganet calon presiden abadi,1
10354,user user salah coba ya saracen plus buni yani orang iya gubernur direktur rumah sakit ahok,1
10358,gila coba faedah keroyok orang gara gara bikin meme bahan meme hubung keroyok boro boro anggota keluarga kenal kontol bangsat gobloooooooo,1
10359,ketua golkar setya novanto pecat bikin malu ai,1
10364,rezim olah sederhana rakyat suka kritik koreksi rakyat opini media pro diktator,1
10374,orang saksi anjing babi tolol uniform resource locator,1
10379,user salah contoh iblis wajah manusia,1
10387,user dasar buaya,1
10391,berengsek gue lihat anjeeeeng fix banget gue pingsan bye uniform resource locator,1
10393,muka sih babi ahok serbet lantai user,1
10398,user user user user user user user deh suruh sih banci pulang selesai pe anggung sp 3 tangan lantas banci,1
10409,user maaf orang jb muak sila modar,1
10410,kerja diktator jokowi gunting pita ifikat upacara penuh janji,1
10414,user iblis jahanam ci baca puisi,1
10416,sukmawati bilang suara azan merdu kuping congean budek,1
10428,user user bicara,1
10429,user anti hindu,1
10430,tim anies sandi kaget indra piliang tangkap kait narkoba uniform resource locator uniform resource locator front bela islam hati anies sandi rizieq buni jonru saracen orang,1
10433,user user user izin tertawa haha bong bong pintar dungu pelihara,1
10437,user udik,1
10440,user tau a inya bacot berisik,1
10442,user kafir banci ya ya ampun kafir banci sedih ya cong google deh kafir banci kayak,1
10450,user user buseeet nuzuuuk banget maling duit sih zumi jiah haha alumni 212 pikir maling kasih makan onta nasi bungkus demoooo wkwk,1
10453,user lihat bicara kayak nya sekolah ajar mu mu nya bikin anak doang ya nya anak kampret,1
10457,user user user profil sih umur pikir otak anak sekolah dasar percaya tulis blogger tua kacrut,1
10458,user user user user susup ai demokrat,1
10462,user peduli reply ku sambung,1
10468,user banget jasa menang anies sandi hasil saracen user user,1
10469,user user bud lidah tebal jilat surat pemberitahuan bantu 4 bank asing mulut buaya masuk mulut singa,1
10470,user user biar bacot saudara pengaruh bong kafir kafir sensitif,1
10472,aduh kasihan sok kritis lihat kayak orang bego otak kritis stadium 4 kali sakit nya,1
10474,user acting nya murah laku pasar cebong ya dungu nya permanen haha minum air kencing bagong tumpul otak,1
10475,lini orang putih babi pe ikai azan sih hindu divya nih azan orang bodoh jerit jerit loudspeaker orang cirit orang petik agama play korban bodoh,1
10480,user hidup pakai duit transfer full indonesia ya hidup tenaga kerja indonesia kayak,1
10489,user iklan ahok jahat bikin darah didih bangsat penuh propaganda islam radikal,1
10498,tim ahok otak toilet otak tumpul anies komit pancasila ahok kafir pancasila,1
10500,user user anjing manusia homo user gonggong nya keras angka anjing,1
